acc_z
10.254
10.461
10.521
10.53
10.446
10.461
10.478
10.313
10.216
10.209
10.181
10.063
10.276
10.342
10.288
10.311
10.144
10.142
10.296
10.465
10.167
9.922
9.984
10.348
10.789
11.067
12.716
12.44
10.234
8.933
8.202
8.489
8.715
9.123
9.7
10.272
9.929
9.573
9.743
10.162
10.393
10.11
10.37
10.842
11.038
10.814
10.594
10.911
11.319
11.045
10.743
10.861
10.517
10.488
12.461
14.016
14.067
12.864
8.668
6.68
6.689
7.851
7.756
8.255
8.573
9.894
11.138
11.351
10.859
10.312
10.192
10.657
10.969
10.94
10.951
11.009
10.93
10.928
10.796
10.967
10.888
10.419
10.303
10.473
10.544
10.363
10.013
10.036
10.139
9.975
9.893
9.984
10.036
10.195
10.036
9.93
10.255
10.159
10.266
10.303
10.405
10.463
10.301
10.317
10.356
10.594
10.343
10.375
10.349
10.387
10.24
9.997
10.377
10.626
