acc_z
9.905
10.203
10.526
9.769
10.095
10.095
10.106
10.393
10.533
10.095
10.015
10.473
10.088
10.262
10.523
10.294
10.446
10.433
10.279
10.319
9.988
10.063
9.872
10.188
10.341
10.223
10.2
10.132
11.033
13.352
11.652
6.285
4.839
8.593
11.773
12.326
9.965
8.469
10.205
10.579
8.309
8.89
10.432
10.498
9.67
10.215
10.666
10.662
10.31
10.784
10.749
11.623
15.527
18.39
10.646
5.155
2.863
7.691
7.482
5.498
10.211
15.098
11.564
6.124
8.17
14.526
12.755
10.357
11.653
9.34
11.273
12.071
10.156
9.372
10.259
10.346
9.242
9.66
9.879
9.422
9.482
9.859
10.142
9.927
9.996
10.009
10.01
10.27
10.568
10.857
10.742
10.659
11.011
10.642
10.648
10.383
10.06
10.167
10.193
10.085
10.254
10.039
10.24
9.831
