acc_z
10.433
10.513
9.992
9.45
9.683
9.996
10.394
10.25
9.606
8.847
8.496
9.232
10.316
10.845
10.443
9.89
10.115
10.875
11.501
11.959
11.961
11.736
11.316
10.132
8.368
7.36
7.282
8.417
10.587
12.948
14.175
15.109
15.1
13.722
10.601
8.606
6.851
6.467
8.076
11.148
12.503
10.94
9.071
7.967
7.863
8.962
9.851
9.642
8.752
7.649
7.412
8.423
9.888
10.359
9.893
9.517
9.242
9.685
10.711
12.334
13.043
12.353
11.569
11.387
11.468
11.179
10.257
9.548
9.79
10.579
11.461
11.764
11.114
9.979
8.576
7.821
7.716
8.119
8.187
8.156
8.159
9.093
10.51
11.453
11.465
11.199
10.994
10.32
9.837
9.539
9.292
9.182
9.663
10.071
10.693
10.977
10.807
10.128
9.726
9.659
10.145
10.738
10.913
10.498
9.952
10.094
10.679
10.968
10.579
10.15
9.934
10.397
10.875
11.408
11.727
11.536
10.8
10.312
9.809
9.233
9.397
10.001
10.227
9.991
9.354
8.806
8.743
9.443
10.195
10.375
10.303
9.795
9.419
9.355
9.908
10.616
10.502
10.29
10.131
10.484
11.24
11.684
11.578
11.168
10.516
9.852
9.748
10.359
11.145
11.3
10.937
10.521
10.238
10.03
10.018
9.669
9.327
8.691
7.958
7.496
7.364
7.848
9.19
11.1
12.134
11.498
10.272
9.788
9.902
10.19
10.269
9.904
9.262
8.676
8.926
9.987
10.99
11.289
11.155
10.919
10.98
11.258
11.516
11.573
11.345
10.845
10.086
8.771
8.405
8.462
9.311
10.766
12.288
12.142
10.903
9.765
9.261
9.209
9.352
9.605
9.168
8.715
9.329
10.77
11.856
11.657
10.823
9.756
9.168
8.968
9.762
10.31
10.066
9.827
10.28
10.847
10.612
10.15
9.897
10.019
10.229
10.19
10.266
10.625
11.078
11.676
11.248
10.088
8.768
8.078
8.519
9.754
11.226
12.015
11.555
10.527
9.463
8.798
8.28
8.03
8.855
10.248
11.53
12.041
11.613
10.687
9.72
8.983
8.706
8.986
9.886
10.994
11.651
11.127
10.31
10.171
10.624
10.971
10.688
10.353
10.18
10.185
10.191
10.178
9.634
10.553
10.351
9.494
8.657
8.786
9.23
9.533
9.609
9.934
10.488
10.788
10.38
9.694
9.058
8.636
8.773
9.745
10.937
11.268
10.851
10.427
10.002
9.521
9.042
9.088
8.971
10.107
11.876
13.885
14.044
12.669
11.049
9.519
7.994
6.755
