acc_z
11.09
11.724
11.247
11.449
11.771
11.239
11.301
11.125
11.137
10.931
10.723
11.219
10.85
11.388
11.436
11.679
11.776
11.55
11.825
11.11
11.438
11.152
11.245
11.176
11.284
11.317
11.669
11.497
11.762
11.633
11.224
11.507
11.312
11.674
11.851
11.023
11.482
11.04
10.973
10.984
10.729
11.107
11.035
11.123
11.074
11.245
11.037
11.546
11.51
11.583
12.259
12.097
12.505
13.139
12.769
12.967
13.161
12.377
11.702
11.148
10.437
9.805
9.414
9.063
9.105
8.403
8.209
8.078
7.49
7.498
7.429
7.543
8.248
9.98
10.889
11.393
12.463
12.649
12.748
13.496
14.359
14.327
14.26
14.648
13.635
13.407
12.693
11.909
11.467
11.155
10.653
10.529
10.253
10.129
9.859
10.054
10.133
10.248
10.009
9.971
10.014
9.637
10.01
9.829
9.924
9.546
9.565
9.451
9.846
9.965
10.366
11.824
12.238
11.337
11.848
11.418
12.319
11.571
11.533
11.612
11.691
11.689
11.142
11.145
11.188
10.72
10.716
10.713
10.834
10.554
10.868
10.791
10.474
9.961
9.847
10.28
10.673
10.751
10.764
10.787
10.892
11.222
10.936
11.214
10.616
11.084
10.906
11.348
11.156
10.745
11.242
10.903
10.955
10.986
10.504
10.832
11.032
10.703
11.016
10.523
10.607
10.952
10.753
10.913
11.382
10.56
10.87
10.948
10.433
10.845
10.839
10.445
10.884
10.9
11.442
10.67
10.967
10.782
11.107
10.623
10.774
10.602
10.953
10.886
10.724
10.404
