acc_z
10.146
10.245
10.325
10.427
10.341
10.246
10.258
10.29
10.169
10.445
10.482
10.26
10.477
10.565
10.56
10.598
10.732
10.652
10.424
10.441
10.295
10.275
10.332
9.945
10.323
10.161
9.912
10.096
10.121
10.451
10.291
10.364
10.365
10.195
10.197
10.444
10.771
11.029
11.143
11.88
11.947
12.146
12.557
12.114
11.541
10.914
10.491
9.667
9.167
8.607
7.963
7.663
7.236
7.007
6.813
6.746
7.235
7.136
7.81
8.902
9.252
9.655
10.343
10.764
10.639
11.566
12.554
13.03
13.8
13.914
14.053
14.243
13.812
14.157
13.808
14.407
13.856
12.797
11.732
10.616
8.859
7.641
6.962
5.85
5.432
5.389
5.247
5.669
6.624
6.795
6.887
7.255
7.331
8.457
9.102
10.22
10.711
11.317
12.857
13.609
14.785
15.14
15.28
15.147
14.089
13.493
12.628
11.734
11.035
10.161
9.83
9.597
9.031
8.573
8.512
8.399
8.757
8.805
8.835
8.921
9.152
8.953
9.403
9.777
10.121
10.108
10.521
10.597
10.856
10.888
11.245
11.424
11.297
11.286
11.559
11.442
11.469
11.125
10.803
10.418
10.281
10.097
9.959
9.884
10.135
10.218
10.205
10.133
9.928
9.862
9.945
10.023
10.251
10.278
10.166
10.192
10.293
10.466
