acc_z
10.284
10.4
10.289
10.379
10.369
10.005
10.125
10.206
10.092
10.208
10.013
9.624
9.764
9.554
10.522
10.542
10.709
11.135
11.175
11.296
10.996
11.048
10.875
10.552
10.419
10.209
9.662
9.333
9.3
8.799
8.465
8.276
8.109
8.163
8.071
8.658
8.922
8.919
9.352
10.11
10.407
10.691
10.941
11.461
11.907
11.76
12.51
13.333
13.18
13.659
13.378
13.018
12.421
11.861
11.424
10.797
9.99
9.154
8.329
7.624
7.273
7.155
7.268
7.48
7.502
7.867
7.767
7.899
8.556
8.987
9.576
9.855
10.309
10.97
11.255
11.836
12.149
12.333
12.65
12.809
12.474
12.23
11.737
11.155
11.018
10.804
10.325
10.076
10.17
10.096
9.898
9.741
9.983
9.757
9.602
9.496
9.543
9.458
9.433
9.62
9.955
10.018
10.258
10.416
10.571
10.442
10.095
10.178
10.052
10.252
10.503
10.626
10.934
10.922
10.502
10.338
10.495
10.571
10.58
10.494
10.494
10.369
10.178
10.344
10.161
9.983
9.948
