acc_z
9.835
9.87
9.683
9.938
10.158
10.38
10.359
10.465
9.783
9.694
10.337
11.496
11.365
9.959
10.351
10.741
10.657
9.923
9.306
9.907
10.302
9.506
10.001
10.148
10.182
10.301
9.856
10.639
11.213
12.496
11.561
12.233
11.364
10.912
10.437
10.884
10.671
10.171
10.305
10.362
9.832
9.521
9.282
9.519
9.139
9.358
9.408
9.488
9.77
9.195
9.75
9.382
8.404
8.584
8.884
9.403
9.43
10.157
10.463
11.561
11.129
11.859
12.08
13.113
12.254
12.493
13.308
13.577
11.329
11.264
10.581
10.019
10.139
9.553
9.801
8.728
9.287
8.837
9.021
8.658
8.776
9.206
9.379
9.395
9.599
9.795
9.437
9.812
10.133
10.533
10.209
10.586
10.393
11.34
11.387
11.202
11.315
11.072
10.712
10.856
10.958
10.262
9.561
9.697
9.907
9.834
9.7
10.486
10.282
10.343
10.454
10.682
10.189
