acc_z
10.375
10.55
10.617
10.547
10.116
10.231
10.424
10.365
10.139
10.066
10.284
10.353
10.416
10.138
10.171
10.516
10.298
10.287
10.031
9.401
9.134
9.001
9.677
10.737
11.824
11.649
11.251
11.165
11.053
10.393
10.099
10.02
10.036
9.849
9.71
10.023
10.284
10.251
9.973
9.791
9.83
9.823
9.645
9.628
10.025
10.282
10.335
10.776
11.185
11.682
11.254
10.696
10.289
10.265
10.385
10.511
10.526
10.407
10.31
10.223
10.358
10.416
10.32
10.023
9.58
9.267
9.391
9.688
10.062
10.208
10.355
10.342
10.421
10.422
10.603
10.4
