acc_z
9.716
10.069
10.149
10.401
10.015
10.359
10.724
10.496
10.337
9.971
10.475
9.553
10.067
10.163
9.875
9.868
9.756
9.997
9.689
9.53
9.933
10.116
10.291
10.866
11.004
10.628
9.988
9.286
9.882
9.893
10.252
10.24
10.173
10.117
9.903
9.87
9.671
9.509
9.676
10.104
10.066
10.718
10.364
10.468
9.949
9.815
10.113
9.681
10.329
9.941
10.153
10.11
10.568
10.767
9.773
10.727
10.874
10.82
10.475
9.482
9.982
9.918
9.528
10.075
10.016
10.518
10.568
10.534
10.672
10.182
10.482
10.39
9.865
10.7
10.714
10.97
10.414
9.966
10.282
9.857
10.196
10.097
8.934
9.219
9.248
9.471
9.59
9.104
10.044
10.001
10.024
9.74
9.822
10.459
10.301
10.487
11.01
10.008
9.594
9.718
9.851
10.578
11.291
11.853
11.799
12.04
12.232
12.359
12.015
11.465
10.04
8.143
8.174
7.239
7.368
9.049
9.242
10.343
10.204
10.372
9.919
9.505
8.926
8.5
9.831
11.027
11.012
10.801
10.074
11.399
10.572
9.947
11.143
11.127
11.803
11.206
10.746
10.509
9.883
9.445
10.624
10.727
9.852
8.737
7.596
7.859
8.798
9.077
9.857
9.887
11.245
10.776
10.426
10.593
9.916
9.673
8.609
9.966
9.333
9.224
9.66
10.53
10.963
11.075
11.115
11.371
10.958
11.148
10.627
10.463
10.158
10.761
11.097
10.355
10.633
9.995
10.882
10.628
10.357
10.353
10.248
10.484
10.284
9.692
10.542
9.187
9.236
8.696
9.828
10.872
11.105
9.48
9.666
9.34
9.046
9.722
9.143
10.017
10.202
10.407
10.43
10.665
10.76
9.965
11.166
9.13
10.306
10.026
9.866
9.717
9.654
9.698
9.446
10.377
10.382
10.693
10.105
9.61
10.564
11.003
10.732
10.942
10.75
10.217
10.239
9.78
9.165
10.162
9.238
9.961
10.625
9.812
10.554
9.606
9.889
10.098
10.686
9.963
10.53
9.64
10.49
9.127
10.176
9.796
10.063
10.617
9.464
9.903
9.387
10.305
10.015
9.964
9.957
8.948
9.903
9.669
10.444
11.223
11.357
11.455
9.86
10.551
9.848
10.209
10.062
9.702
10.081
9.518
9.873
9.781
10.2
10.484
10.399
11.277
11.308
11.504
10.942
10.708
10.035
9.405
8.312
9.215
9.135
9.501
9.77
10.31
