acc_z
10.045
9.599
9.304
9.768
10.403
10.975
11.143
11.093
10.764
10.695
10.239
9.63
9.058
9.089
9.984
10.39
10.312
9.94
9.893
10.008
10.199
10.207
9.94
9.679
9.733
9.807
10.312
10.549
10.456
10.286
9.955
10.029
10.615
11.069
11.016
10.805
10.582
10.826
11.019
10.785
10.79
11.029
11.125
10.64
9.983
9.698
9.613
9.761
10.248
10.637
10.247
9.513
9.24
9.437
9.227
9.868
10.189
10.105
9.69
9.759
10.272
10.831
10.77
10.657
10.534
10.541
10.511
10.491
10.55
10.633
10.765
10.792
10.945
10.741
10.669
10.548
10.296
10.198
10.507
10.389
9.905
9.511
9.415
9.637
9.964
10.009
9.959
10.022
10.052
10.184
10.426
10.179
9.848
9.451
8.869
8.344
9.067
9.794
10.595
11.335
11.226
10.349
9.453
9.61
10.287
11.064
10.952
9.997
9.972
11.004
11.601
11.599
10.896
9.864
9.179
9.196
9.814
10.576
10.371
9.888
9.442
9.351
9.723
10.827
11.396
10.946
10.446
10.3
10.717
10.722
10.378
10.394
10.828
11.327
11.101
10.358
9.446
9.267
9.765
10.739
11.36
11.491
11.067
10.429
10.04
9.861
10.41
10.909
11.191
11.058
10.899
10.976
11.536
11.702
11.627
11.105
10.352
9.591
8.862
8.609
8.739
9.041
9.623
9.819
9.64
9.755
10.004
10.094
10.116
10.013
10.065
10.21
10.176
10.303
10.49
10.569
10.582
10.433
10.568
10.485
10.509
10.288
10.219
10.406
10.469
10.333
10.352
10.335
10.154
9.691
9.712
9.619
9.566
9.719
10.125
10.404
10.358
10.302
10.277
10.344
10.407
10.514
10.572
10.535
10.375
10.382
10.426
10.45
10.329
10.309
10.339
10.362
10.415
10.352
10.117
